#シンフォニック＝レイン　リセ歌唱の挿入歌　その１（未題）
690260,7.826085,glok1001,q,
766956,8.695650,glok1002,r,
843651,9.565215,glok1003,o,
920347,10.434780,glok1004,o,
997043,11.304345,glok1005,i,
1073738,12.173910,glok1006,u,
1150434,13.043475,glok1007,r,
1227130,13.913040,glok1008,p,
1342173,15.217387,glok1009,e,
1533912,17.391300,glok1010,e,
1648956,18.695647,glok1011,r,
1648956,18.695647,@EN,教室の隅に　まるで　そこにいないみたいに,
1648956,18.695647,@JA,In the corner of the classroom, just like I'm not there,
1648956,18.695647,@ZH,教室的角落里 宛如 無人一般,
1648956,18.695647,@CN,教室的角落里 宛如 无人一般,
1802347,20.434777,bd100001,c,
1840695,20.869560,bd100001,c,
1955738,22.173907,bd100001,c,
2070782,23.478255,rim11001,h,
2109129,23.913037,bd100001,c,
2147477,24.347820,bd100001,c,
2262521,25.652167,bd100001,c,
2300868,26.086950,bd100001,c,
2377564,26.956515,rim11001,h,
2454260,27.826080,bd100001,c,
2569303,29.130427,bd100001,c,
2607651,29.565210,bd100001,c,
2684347,30.434775,rim11001,h,
2761042,31.304340,bd100001,c,
2837738,32.173905,tamb1101,p,
2876086,32.608687,bd100001,c,
2991129,33.913035,rim11001,h,
3029477,34.347817,bd100001,c,
3067825,34.782600,@EN,言葉もなく　息を殺し　私は居たの,
3067825,34.782600,@JA,No words, no breathing, I was there,
3067825,34.782600,@ZH,我無聲 無息的 存在着,
3067825,34.782600,@CN,我无声 无息的 存在着,
3067825,34.782600,bd100001,c,
3182868,36.086947,bd100001,c,
3221216,36.521730,bd100001,c,
3297912,37.391295,rim11001,h,
3374607,38.260860,bd100001,c,
3489651,39.565207,bd100001,c,
3604694,40.869555,rim11001,h,
3643042,41.304337,bd100001,c,
3681390,41.739120,bd100001,c,
3796433,43.043467,bd100001,c,
3834781,43.478250,bd100001,c,
3911477,44.347815,rim11001,h,
3988172,45.217380,bd100001,c,
4064868,46.086945,tamb1101,p,
4103216,46.521727,bd100001,c,
4218259,47.826075,tom10001,k,
4256607,48.260857,@EN,窓の外には木漏れ日,
4256607,48.260857,@JA,The sun shines through the trees outside the window,
4256607,48.260857,@ZH,窗外樹蔭透下的陽光,
4256607,48.260857,@CN,窗外树荫透下的阳光,
4294955,48.695640,stpad112,f,
4601737,52.173900,stpad113,d,
4870172,55.217377,@EN,樹々のあいだを揺れてる,
4870172,55.217377,@JA,It sways between the trees,
4870172,55.217377,@ZH,在樹木間搖曳,
4870172,55.217377,@CN,在树木间摇曳,
4908520,55.652160,stpad114,f,
4908520,55.652160,strem101,u,
5061911,57.391290,strem102,i,
5215303,59.130420,stpad115,a,
5215303,59.130420,strem103,o,
5368694,60.869550,strem104,p,
5445389,61.739115,@EN,きっと　誰もが今　この瞬間を,
5445389,61.739115,@JA,I know that someone at this moment,
5445389,61.739115,@ZH,一定 誰都会在現在 這個瞬間,
5445389,61.739115,@CN,一定 谁都会在现在 这个瞬间,
5522085,62.608680,stpad101,;,
5522085,62.608680,voic1001,v,
5675476,64.347810,stpad102,l,
5675476,64.347810,voic1002,c,
5752172,65.217375,stpad103,j,
5752172,65.217375,voic1003,z,
5982259,67.826070,stpad104,k,
5982259,67.826070,voic1004,x,
6097302,69.130417,@EN,胸いっぱいに感じているんだろう,
6097302,69.130417,@JA,Is feeling it with all their heart,
6097302,69.130417,@ZH,感覺到情緒高漲吧,
6097302,69.130417,@CN,感觉到情绪高涨吧,
6135650,69.565200,stpad105,j,
6135650,69.565200,voic1005,z,
6404085,72.608677,stpad106,k,
6404085,72.608677,voic1006,x,
6442433,73.043460,stpad107,l,
6442433,73.043460,voic1007,c,
6595824,74.782590,harp1001,q,
6749215,76.521720,@EN,どんな明日が来ても,
6749215,76.521720,@JA,No matter what tomorrow brings,
6749215,76.521720,@ZH,無論明天會如何,
6749215,76.521720,@CN,无论明天会如何,
6749215,76.521720,cym10001,p,
6749215,76.521720,bass1001,x,
6902606,78.260850,bass1002,x,
6940954,78.695632,bass1003,x,
7017650,79.565197,bass1004,x,
7036824,79.782588,bass1005,c,
7055998,79.999980,bass1006,v,
7171041,81.304327,bass1007,j,
7209389,81.739110,bass1008,l,
7247737,82.173892,bass1009,;,
7324432,83.043457,bass1010,k,
7362780,83.478240,@EN,私　こわいものはない　だって,
7362780,83.478240,@JA,I'm not afraid of anything because,
7362780,83.478240,@ZH,我 絲毫不畏懼 因為,
7362780,83.478240,@CN,我 丝毫不畏惧 因为,
7362780,83.478240,bass1011,z,
7516172,85.217370,bass1012,z,
7554519,85.652152,bass1013,z,
7669563,86.956500,bass1014,x,
7784606,88.260847,bass1015,x,
7822954,88.695630,bass1016,b,
7880476,89.347803,bass1017,j,
7918824,89.782586,bass1018,l,
7937997,89.999977,bass1019,j,
7976345,90.434760,@EN,今日を　今を生きてる,
7976345,90.434760,@JA,I live today, now,
7976345,90.434760,@ZH,今天 此刻我活在當下,
7976345,90.434760,@CN,今天 此刻我活在当下,
7976345,90.434760,cym10001,p,
7976345,90.434760,bass1020,x,
8129737,92.173890,bass1021,x,
8168084,92.608672,bass1022,x,
8244780,93.478237,bass1023,c,
8283128,93.913020,bass1024,v,
8417345,95.434758,bass1025,v,
8436519,95.652150,bass1026,;,
8494041,96.304323,bass1027,k,
8551563,96.956497,bass1028,v,
8589910,97.391280,@EN,陽射しの中で,
8589910,97.391280,@JA,In the sunshine,
8589910,97.391280,@ZH,在這陽光之中,
8589910,97.391280,@CN,在这阳光之中,
8589910,97.391280,bass1029,l,
8743302,99.130410,cym10002,y,
8743302,99.130410,bass1030,z,
8781649,99.565192,bass1031,z,
8819997,99.999975,bass1032,z,
8858345,100.434757,cym10001,p,
8858345,100.434757,bass1033,b,
9376041,106.304321,tom10002,e,
9395214,106.521712,roll1001,r,
9433562,106.956495,sd100001,j,
9452736,107.173886,sd100002,j,
9471910,107.391277,hhop1001,w,
9510258,107.826060,@,,
9510258,107.826060,cym10001,q,
9510258,107.826060,mstr1001,i,
9663649,109.565190,mstr1002,j,
9701997,109.999972,mstr1003,f,
9740345,110.434755,mstr1004,d,
9778693,110.869537,mstr1005,f,
9817041,111.304320,mstr1006,j,
9970432,113.043450,mstr1007,f,
10008780,113.478232,mstr1008,d,
10047127,113.913015,mstr1009,s,
10085475,114.347797,mstr1010,d,
10123823,114.782580,mstr1011,f,
10277214,116.521710,mstr1012,k,
10315562,116.956492,mstr1013,j,
10353910,117.391275,mstr1014,f,
10392258,117.826057,mstr1015,d,
10430606,118.260840,mstr1016,s,
10507301,119.130405,mstr1017,a,
10545649,119.565187,mstr1018,d,
10737388,121.739100,cym10001,t,
10737388,121.739100,mstr1019,j,
10890779,123.478230,mstr1020,s,
10967475,124.347795,mstr1021,d,
11005823,124.782577,mstr1022,f,
11044171,125.217360,mstr1023,j,
11159214,126.521707,mstr1024,o,
11197562,126.956490,mstr1025,p,
11274258,127.826055,mstr1026,o,
11312605,128.260837,mstr1027,p,
11350953,128.695620,mstr1028,i,
11427649,129.565185,glok1012,x,
11446823,129.782576,glok1013,d,
11465997,129.999967,glok1014,r,
12041214,136.521705,glok1015,z,
12060388,136.739096,glok1016,s,
12079562,136.956487,glok1017,e,
12156257,137.826052,glok1018,m,
12175431,138.043443,glok1019,k,
12194605,138.260835,glok1020,p,
12271301,139.130400,mstr1029,o,
12271301,139.130400,stpad108,s,
12347996,139.999965,mstr1030,i,
12347996,139.999965,stpad109,a,
12424692,140.869530,mstr1031,o,
12424692,140.869530,stpad110,s,
12501388,141.739095,mstr1032,p,
12501388,141.739095,stpad111,d,
12578083,142.608660,@EN,どんな今日だとしても,
12578083,142.608660,@JA,No matter what today brings,
12578083,142.608660,@ZH,不管今天會怎樣,
12578083,142.608660,@CN,不管今天会怎样,
12578083,142.608660,cym10001,y,
12578083,142.608660,bass1001,x,
12731475,144.347790,bass1002,x,
12769822,144.782572,bass1003,x,
12846518,145.652137,bass1004,x,
12865692,145.869528,bass1005,c,
