#シンフォニック＝レイン　フォーニ歌唱の挿入歌　その１（未題）
882000,10.000000,@EN,お願いはひとつ,
882000,10.000000,@JA,I have one wish,
882000,10.000000,@ZH,只有一個願望,
882000,10.000000,@CN,只有一个愿望,
1058400,12.000000,bd000001,c,
1108012,12.562500,bd000001,c,
1124550,12.750000,bd000001,c,
1190700,13.500000,bd000001,c,
1240312,14.062500,bd000001,c,
1256850,14.250000,bd000001,c,
1323000,15.000000,bd000001,c,
1372612,15.562500,bd000001,c,
1389150,15.750000,bd000001,c,
1455300,16.500000,bd000001,c,
1504912,17.062500,bd000001,c,
1521450,17.250000,bd000001,c,
1587600,18.000000,@EN,力になりたい,
1587600,18.000000,@JA,I want to be your strength,
1587600,18.000000,@ZH,想成為你的力量,
1587600,18.000000,@CN,想成为你的力量,
1587600,18.000000,bd000001,c,
1637212,18.562500,bd000001,c,
1653750,18.750000,bd000001,c,
1719900,19.500000,bd000001,c,
1769512,20.062500,bd000001,c,
1786050,20.250000,bd000001,c,
1852200,21.000000,bd000001,c,
1901812,21.562500,bd000001,c,
1918350,21.750000,bd000001,c,
1984500,22.500000,bd000001,c,
2034112,23.062500,bd000001,c,
2050650,23.250000,bd000001,c,
2067187,23.437500,hhcl0001,i,
2083725,23.625000,hhop0001,p,
2116800,24.000000,@EN,みつけて　今は,
2116800,24.000000,@JA,See it, now,
2116800,24.000000,@ZH,去追尋吧 現在,
2116800,24.000000,@CN,去追寻吧 现在,
2116800,24.000000,bd000001,c,
2149875,24.375000,hhcl0001,i,
2166412,24.562500,bd000001,c,
2182950,24.750000,bd000001,c,
2216025,25.125000,hhcl0001,i,
2249100,25.500000,bd000001,c,
2282175,25.875000,hhcl0001,i,
2298712,26.062500,bd000001,c,
2315250,26.250000,bd000001,c,
2331787,26.437500,hhcl0001,i,
2348325,26.625000,hhpd0001,h,
2381400,27.000000,bd000001,c,
2414475,27.375000,hhcl0001,i,
2431012,27.562500,bd000001,c,
2447550,27.750000,bd000001,c,
2480625,28.125000,hhcl0001,i,
2513700,28.500000,bd000001,c,
2546775,28.875000,hhcl0001,i,
2563312,29.062500,bd000001,c,
2579850,29.250000,bd000001,c,
2596387,29.437500,hhcl0001,i,
2612925,29.625000,hhpd0001,h,
2646000,30.000000,@EN,私についてきて,
2646000,30.000000,@JA,Come with me,
2646000,30.000000,@ZH,請跟我來,
2646000,30.000000,@CN,请跟我来,
2646000,30.000000,bd000001,c,
2679075,30.375000,hhcl0001,i,
2695612,30.562500,bd000001,c,
2712150,30.750000,bd000001,c,
2745225,31.125000,hhcl0001,i,
2778300,31.500000,bd000001,c,
2811375,31.875000,hhcl0001,i,
2827912,32.062500,bd000001,c,
2844450,32.250000,bd000001,c,
2860987,32.437500,hhcl0001,i,
2877525,32.625000,hhpd0001,h,
2910600,33.000000,bd000001,c,
2943675,33.375000,hhcl0001,i,
2960212,33.562500,bd000001,c,
2976750,33.750000,bd000001,c,
3009825,34.125000,hhcl0001,i,
3042900,34.500000,bd000001,c,
3075975,34.875000,hhcl0001,i,
3092512,35.062500,bd000001,c,
3109050,35.250000,bd000001,c,
3125587,35.437500,hhcl0001,i,
3142125,35.625000,@EN,優しさは　なによりも素敵なgift,
3142125,35.625000,@JA,Kindness is the greatest gift,
3142125,35.625000,@ZH,溫柔是 勝過一切的美妙禮物,
3142125,35.625000,@CN,温柔是 胜过一切的美妙礼物,
3142125,35.625000,hhop0001,p,
3175200,36.000000,accol001,d,
3307500,37.500000,accol002,f,
3439800,39.000000,accol003,f,
3572100,40.500000,accol004,d,
3671325,41.625000,@EN,I don't ask for any rewards,
3671325,41.625000,@JA,I don't ask for any rewards,
3671325,41.625000,@ZH,I don't ask for any rewards,
3671325,41.625000,@CN,I don't ask for any rewards,
3704400,42.000000,accol005,d,
3836700,43.500000,accol006,f,
3935925,44.625000,@EN,Because of only love,
3935925,44.625000,@JA,Because of only love,
3935925,44.625000,@ZH,Because of only love,
3935925,44.625000,@CN,Because of only love,
3969000,45.000000,accol007,s,
4200525,47.625000,accoh001,i,
4217062,47.812500,accoh002,o,
4233600,48.000000,accoh003,p,
4432050,50.250000,accoh004,p,
4498200,51.000000,@,,
4498200,51.000000,accoh005,p,
4597425,52.125000,accoh006,o,
4613962,52.312500,accoh007,i,
4630500,52.500000,accoh008,o,
4895100,55.500000,accoh009,i,
5027400,57.000000,accoh010,u,
5126625,58.125000,accoh011,r,
5143162,58.312500,accoh012,e,
5159700,58.500000,accoh013,r,
5292000,60.000000,@EN,すべてを許そう,
5292000,60.000000,@JA,Let's forgive everything,
5292000,60.000000,@ZH,原諒你所做的一切,
5292000,60.000000,@CN,原谅你所做的一切,
5292000,60.000000,bd000001,c,
5341612,60.562500,bd000001,c,
5358150,60.750000,bd000001,c,
5391225,61.125000,hhpd0001,h,
5424300,61.500000,bd000001,c,
5473912,62.062500,bd000001,c,
5490450,62.250000,bd000001,c,
5523525,62.625000,hhpd0001,h,
5556600,63.000000,bd000001,c,
5606212,63.562500,bd000001,c,
5622750,63.750000,bd000001,c,
5655825,64.125000,hhpd0001,h,
5688900,64.500000,bd000001,c,
5738512,65.062500,bd000001,c,
5755050,65.250000,bd000001,c,
5788125,65.625000,hhpd0001,h,
5821200,66.000000,@EN,好きなことをして,
5821200,66.000000,@JA,Do what you want,
5821200,66.000000,@ZH,去做你所喜歡的事吧,
5821200,66.000000,@CN,去做你所喜欢的事吧,
5821200,66.000000,bd000001,c,
5870812,66.562500,bd000001,c,
5887350,66.750000,bd000001,c,
5920425,67.125000,hhpd0001,h,
5953500,67.500000,bd000001,c,
6003112,68.062500,bd000001,c,
6019650,68.250000,bd000001,c,
6052725,68.625000,hhpd0001,h,
6085800,69.000000,bd000001,c,
6135412,69.562500,bd000001,c,
6151950,69.750000,bd000001,c,
6185025,70.125000,hhpd0001,h,
6218100,70.500000,bd000001,c,
6267712,71.062500,bd000001,c,
6284250,71.250000,bd000001,c,
6317325,71.625000,hhop0001,p,
6350400,72.000000,@EN,みつけて　そうよ,
6350400,72.000000,@JA,See it, that's right,
6350400,72.000000,@ZH,去尋找吧 是的,
6350400,72.000000,@CN,去寻找吧 是的,
6350400,72.000000,bass1001,n,
6482700,73.500000,bass1002,b,
6615000,75.000000,bass1003,x,
6681150,75.750000,bass1004,n,
6747300,76.500000,bass1005,v,
6879600,78.000000,@EN,あなたのありのまま,
6879600,78.000000,@JA,Just the way you are,
6879600,78.000000,@ZH,做妳自己就好,
6879600,78.000000,@CN,做你自己就好,
6879600,78.000000,bass1006,v,
7011900,79.500000,bass1007,c,
7144200,81.000000,bass1008,m,
7259962,82.312500,bass1009,x,
7276500,82.500000,bass1010,z,
7309575,82.875000,accoh014,s,
7326112,83.062500,accoh015,d,
7342650,83.250000,accoh016,f,
7359187,83.437500,accoh017,j,
7375725,83.625000,@EN,その笑顔　なによりのウレシイgift,
7375725,83.625000,@JA,Your smile is the sweetest gift,
7375725,83.625000,@ZH,妳的微笑 是勝過一切的美好禮物,
7375725,83.625000,@CN,你的微笑 是胜过一切的美好礼物,
7375725,83.625000,accoh018,k,
7392262,83.812500,accoh019,l,
7408800,84.000000,accoh020,;,
7541100,85.500000,accoh021,l,
7541100,85.500000,accol008,g,
7673400,87.000000,accoh022,l,
7673400,87.000000,accol009,a,
7805700,88.500000,accoh023,k,
7805700,88.500000,accol010,d,
7904925,89.625000,@EN,I don't ask for any rewards,
7904925,89.625000,@JA,I don't ask for any rewards,
7904925,89.625000,@ZH,I don't ask for any rewards,
7904925,89.625000,@CN,I don't ask for any rewards,
7938000,90.000000,accoh024,k,
7938000,90.000000,accol011,s,
8070300,91.500000,accoh025,l,
8070300,91.500000,accol012,g,
8169525,92.625000,@EN,Because of only love,
8169525,92.625000,@JA,Because of only love,
8169525,92.625000,@ZH,Because of only love,
8169525,92.625000,@CN,Because of only love,
8202600,93.000000,accoh026,j,
8202600,93.000000,accol013,a,
8334900,94.500000,accoh027,;,
8334900,94.500000,accol014,a,
8467200,96.000000,bd000001,c,
8467200,96.000000,tom00001,l,
8516812,96.562500,bd000001,c,
8533350,96.750000,bd000001,c,
8533350,96.750000,tom00002,j,
8599500,97.500000,bd000001,c,
8599500,97.500000,tom00001,;,
8649112,98.062500,bd000001,c,
8665650,98.250000,bd000001,c,
8665650,98.250000,tom00002,k,
8731800,99.000000,@,,
8731800,99.000000,bd000001,c,
8731800,99.000000,tom00001,l,
8781412,99.562500,bd000001,c,
8797950,99.750000,bd000001,c,
