#リセその２_ver.1.0/作曲編曲：/作詞：/唄：
393878,4.465748,intr1001,p,
466296,5.286807,intr1002,q,
611357,6.931496,intr1003,q,
629481,7.136975,intr1004,p,
701974,7.958891,intr1005,q,
828836,9.397244,intr1006,p,
901329,10.219160,intr1007,q,
1046315,11.862992,bell1001,d,
1155055,13.095866,bell1002,s,
1263794,14.328740,bell1003,f,
1372534,15.561614,bell1004,a,
1481273,16.794488,bell1001,d,
1590013,18.027362,bell1002,s,
1698752,19.260236,bell1003,f,
1807492,20.493110,bell1004,a,
1916231,21.725984,bell2001,o,
1916231,21.725984,bell1001,d,
2024971,22.958858,bell2002,i,
2024971,22.958858,bell1002,s,
2133710,24.191732,bell2003,p,
2133710,24.191732,bell1003,f,
2242450,25.424606,bell2004,u,
2242450,25.424606,bell1004,a,
2351189,26.657480,bell2001,o,
2351189,26.657480,bell1001,d,
2459929,27.890354,bell2002,i,
2459929,27.890354,bell1002,s,
2568668,29.123228,bell2003,p,
2568668,29.123228,bell1003,f,
2677408,30.356102,bell2004,u,
2677408,30.356102,bell1004,a,
2677408,30.356102,@EN,地図のない道で迷ってた,
2677408,30.356102,@JA,I got lost on a road with no map,
2677408,30.356102,@ZH,在沒有地圖的道路上迷了路,
2677408,30.356102,@CN,在没有地图的道路上迷了路,
2786147,31.588976,epep1001,l,
2822394,31.999934,epep1002,j,
2858640,32.410892,epep1003,s,
2894887,32.821850,epep1004,;,
2931133,33.232808,epep1005,k,
2967380,33.643766,epep1006,f,
3003626,34.054724,epep1007,l,
3039873,34.465682,epep1008,j,
3076119,34.876640,epep1009,s,
3112366,35.287598,epep1010,k,
3148612,35.698556,epep1011,f,
3184859,36.109514,epep1012,a,
3221105,36.520472,epep1001,l,
3257352,36.931430,epep1002,j,
3293598,37.342388,epep1003,s,
3329845,37.753346,epep1004,;,
3366091,38.164304,epep1005,k,
3402338,38.575262,epep1006,f,
3438584,38.986220,epep1007,l,
3474831,39.397178,epep1008,j,
3511077,39.808136,epep1009,s,
3544530,40.187415,epep1013,k,
3544530,40.187415,@EN,凍える指　そうだ　歌おう,
3544530,40.187415,@JA,My fingers freezing, yeah, let's sing,
3544530,40.187415,@ZH,手指凍僵了 對了  歌唱吧,
3544530,40.187415,@CN,手指冻僵了 对了  歌唱吧,
3656063,41.451968,epep1001,l,
3692310,41.862926,epep1002,j,
3728556,42.273884,epep1003,s,
3764803,42.684842,epep1004,;,
3801049,43.095800,epep1005,k,
3837296,43.506758,epep1006,f,
3873542,43.917716,epep1007,l,
3909789,44.328674,epep1008,j,
3946035,44.739632,epep1009,s,
3982282,45.150590,epep1010,k,
4018528,45.561548,epep1011,f,
4054775,45.972506,epep1012,a,
4091021,46.383464,epep1001,l,
